IDEN;IDEN_2;DepthLow_cm;DepthHigh_cm;OM_WB_perc;OM_LOI_perc;C_active_perc;C_perc;S_perc;N_perc;pHCaCl2;pHWater;pHKCl;pHSMP;P_M3_mgPkg;K_M3_mgPkg;Ca_M3_mgPkg;Mg_M3_mgPkg;Mn_M3_mgPkg;Zn_M3_mgPkg;Cu_M3_mgPkg;Al_M3_mgPkg;Fe_M3_mgPkg;CEC_NH4OAc_meqP100g;CEC_bases_meqP100g;CEC_pHSMP;NO3Wet_mgPkg;NO3_mgPkg;NH4_mgPkg
3199;14LEP4180;0;20;;;;2.182;;0.11248;;;;;157.788;16.749;319.594;20.64;12.074;6.836;1.694;2313.926;156.27;;;;18.4611;;
3200;14LEP4181;20;40;;;;2.386;;0.13737;;;;;115.348;11.162;212.738;10.485;8.883;4.643;1.282;2500.298;151.355;;;;14.8521;;
3201;14LEP4182;0;20;;;;2.244;;0.12388;;;;;166.751;28.397;734.848;62.865;25.707;12.146;1.953;2270.098;158.161;;;;23.8406;;
3202;14LEP4183;20;40;;;;3.542;;0.2037;;;;;153.554;14.268;508.13;36.43;17.749;7.841;1.752;2371.539;148.046;;;;14.6023;;
3203;14LEP4184;0;20;;;;2.118;;0.12197;;;;;196.502;40.2;824.152;74.965;23.911;11.826;2.16;2324.028;171.991;;;;17.4639;;
3204;14LEP4185;20;40;;;;1.994;;0.1221;;;;;185.784;22.477;481.51;42.503;9.959;4.987;1.8;2312.246;164.676;;;;13.4773;;
3205;14LEP4186;0;20;;;;4.273;;0.25285;;;;;271.967;94.403;1239.907;77.328;24.762;12.062;2.476;2164.36;187.344;;;;15.3319;;
3206;14LEP4187;20;40;;;;2.194;;0.12714;;;;;210.108;47.654;951.938;47.128;11.126;5.307;2.077;2271.63;166.59;;;;10.4953;;
3207;14LEP4188;0;20;;;;2.621;;0.1581;;;;;239.63;30.774;1338.556;67.532;25.286;16.564;2.526;2209.693;183.113;;;;18.2826;;
3208;14LEP4189;20;40;;;;3.031;;0.18123;;;;;189.679;20.989;838.851;34.218;13.519;7.7;1.958;2205.219;170.758;;;;14.058;;
3209;14LEP4190;0;20;;;;3.057;;0.1259;;;;;273.119;54.583;1490.627;79.852;23.932;14.599;2.346;2272.55;214.936;;;;19.6395;;
3210;14LEP4191;20;40;;;;3.155;;0.15558;;;;;189.934;23.594;1105.547;48.077;11.748;7.119;1.991;2241.576;184.259;;;;12.7737;;
3211;14LEP4192;0;20;;;;2.631;;0.15699;;;;;255.154;27.814;1214.399;78.936;26.092;12.973;2.154;2034.717;196.611;;;;15.1511;;
3212;14LEP4193;20;40;;;;2.645;;0.15403;;;;;206.839;21.42;814.043;36.336;13.873;6.458;1.774;2236.111;194.559;;;;8.9377;;
3213;14LEP4194;0;20;;;;2.963;;0.1624;;;;;215.873;22.967;393.222;13.469;16.341;9.376;1.811;2217.454;199.114;;;;13.9191;;
3214;14LEP4195;20;40;;;;2.387;;0.12368;;;;;198.354;18.75;257.33;4.229;12.054;5.899;1.512;2382.994;202.185;;;;15.1155;;
3215;14LEP4196;0;20;;;;2.863;;0.14786;;;;;230.476;23.333;483.079;17.571;20.651;11.515;2.063;2238.211;200.964;;;;15.6085;;
3216;14LEP4197;20;40;;;;3.628;;0.17978;;;;;114.995;15.01;303.929;4.628;15.183;4.175;1.192;2337.645;164.518;;;;9.8702;;
3217;14LEP4198;0;20;;;;1.417;;0.06213;;;;;208.55;18.72;279.189;7.438;16.474;8.663;1.933;2236.383;193.582;;;;16.4259;;
3218;14LEP4199;20;40;;;;2.636;;0.15022;;;;;119.62;11.529;208.681;2.985;8.422;3.862;1.328;2342.6;133.411;;;;9.0939;;
3219;14LEP4200;0;20;;;;2.04;;0.11244;;;;;202.377;23.842;508.54;21.512;16.786;10.258;2.393;2295.708;185.785;;;;18.5884;;
3220;14LEP4201;20;40;;;;3.637;;0.18779;;;;;152.344;16.855;382;11.805;11.116;5.315;1.678;2251.057;191.548;;;;12.3351;;
3221;14LEP4202;0;20;;;;2.599;;0.11918;;;;;272.181;49.754;860.2;61.407;18.54;11.881;1.799;2089.158;169.597;;;;18.266;;
3222;14LEP4203;20;40;;;;1.801;;0.10343;;;;;166.484;15.024;597.588;30.899;8.799;5.581;1.269;2119.723;125.398;;;;10.2827;;
3223;14LEP4204;0;20;;;;1.788;;0.09621;;;;;270.757;30.62;810.253;55.528;18.542;11.529;1.88;2098.986;182.467;;;;16.1815;;
3224;14LEP4205;20;40;;;;3.015;;0.1764;;;;;127.891;7.705;194.221;4.442;5.802;1.947;1.017;2209.716;115.614;;;;6.3541;;
3225;14LEP4206;0;20;;;;1.928;;0.08838;;;;;224.928;44.878;1250.334;85.666;29.303;18.082;2.159;2042.126;181.327;;;;19.716;;
3226;14LEP4207;20;40;;;;2.231;;0.14168;;;;;141.269;15.153;779.439;39.209;7.874;3.354;1.249;2086.027;126.589;;;;8.1909;;
3227;14LEP4208;0;20;;;;2.696;;0.15503;;;;;184.102;53.413;1047.819;75.852;14.313;13.062;1.97;2167.781;169.356;;;;20.5366;;
3228;14LEP4209;20;40;;;;2.447;;0.1379;;;;;101.898;18.089;452.712;21.835;4.931;3.842;1.432;2310.583;147.395;;;;9.5755;;
3229;14LEP4210;0;20;;;;2.625;;0.15312;;;;;204.382;35.792;404.445;16.125;11.459;8.284;1.595;2346.206;257.291;;;;15.614;;
3230;14LEP4211;20;40;;;;2.402;;0.14759;;;;;122.08;8.721;180.705;1.102;3.17;2.707;1.021;2294.723;310.501;;;;6.1325;;
3231;14LEP4212;0;20;;;;2.849;;0.17924;;;;;204.424;58.912;511.948;27.78;15.629;11.105;1.587;2113.367;179.167;;;;18.6792;;
3232;14LEP4213;20;40;;;;2.658;;0.13774;;;;;59.21;21.09;527.309;24.402;4.002;3.622;0.837;2412.928;145.218;;;;9.1042;;
3233;14LEP4214;0;20;;;;2.5;;0.15515;;;;;215.851;42.305;643.828;35.408;16.832;10.621;1.545;2068.675;163.48;;;;17.288;;
3234;14LEP4215;20;40;;;;1.369;;0.07487;;;;;71.339;75.269;231.868;10.443;4.296;1.935;0.367;2138.2;59.791;;;;5.218;;
3235;14LEP4216;0;20;;;;2.443;;0.14664;;;;;293.394;40.062;642.31;34.333;20.524;10.143;2.028;2384.854;194.672;;;;17.8866;;
3236;14LEP4217;20;40;;;;1.601;;0.08673;;;;;59.347;6.251;179.958;2.837;2.319;1.078;0.543;2230.832;60.55;;;;6.3017;;
3237;14LEP4218;0;20;;;;2.325;;0.14618;;;;;330.616;27.016;548.641;14.366;22.862;14.679;2.347;2483.25;207.611;;;;34.2411;;
3238;14LEP4219;20;40;;;;1.832;;0.11171;;;;;126.913;18.873;255.576;0.572;8.373;4.558;1.202;2543.673;97.734;;;;23.608;;
3239;14LEP4220;0;20;;;;2.72;;0.18296;;;;;150.346;10.055;311.247;6.086;9.941;5.033;1.775;2812.469;132.087;;;;40.9869;;
3240;14LEP4221;20;40;;;;1.748;;0.09564;;;;;367.672;25.186;763.708;26.919;35.351;19.159;2.709;2631.933;240.211;;;;24.7752;;
3241;14LEP4222;0;20;;;;2.708;;0.15568;;;;;305.808;24.219;861.072;25.75;32.941;18.274;2.956;2664.675;223.946;;;;40.4498;;
3242;14LEP4223;20;40;;;;1.854;;0.09466;;;;;68.289;7.191;328.882;2.377;3.486;1.905;0.575;2610.231;62.279;;;;10.885;;
3243;14LEP4224;0;20;;;;3.084;;0.18932;;;;;204.277;36.324;647.994;19.443;20.226;14.144;1.541;2201.278;175.96;;;;20.2518;;
3244;14LEP4225;20;40;;;;1.789;;0.10753;;;;;93.561;15.757;280.101;2.511;5.588;4.443;0.521;2057.018;85.186;;;;8.9257;;
3245;14LEP4226;0;20;;;;2.788;;0.17133;;;;;247.452;44.921;534.175;18.737;27.523;17.009;1.65;2254.319;200.074;;;;21.8186;;
3246;14LEP4227;20;40;;;;2.556;;0.12545;;;;;122.35;13.071;249.003;2.797;11.512;6.306;1.049;2523.606;157.719;;;;19.1683;;
3247;14LEP4228;0;20;;;;4.171;;0.19677;;;;;177.261;37.305;377.096;15.37;21.587;13.468;1.48;2435.15;173.563;;;;16.3416;;
3248;14LEP4229;20;40;;;;2.874;;0.16391;;;;;131.771;22.337;237.149;6.19;13.89;9.101;1.142;2493.122;152.215;;;;19.6375;;
3249;14LEP4230;0;20;;;;4.452;;0.26264;;;;;211.479;37.487;400.312;19.414;18.817;14.334;1.407;2378.053;164.379;;;;11.7397;;
3250;14LEP4231;20;40;;;;1.455;;0.06247;;;;;74.125;8.805;96.737;0.003;6.296;4.923;0.418;2016.125;63.723;;;;11.3567;;
3251;14LEP4232;0;20;;;;3.01;;0.18323;;;;;164.507;30.632;500.03;13.97;13.641;14.09;1.446;2424.838;180.47;;;;18.7333;;
3252;14LEP4233;20;40;;;;2.365;;0.12931;;;;;106.936;16.974;341.402;6.994;6.706;7.767;0.788;2388.879;128.847;;;;9.7635;;
3253;14LEP4234;0;20;;;;2.261;;0.12874;;;;;123.216;33.366;260.413;7.248;14.195;10.102;1.302;2337.391;156.482;;;;9.4556;;
3254;14LEP4235;20;40;;;;1.43;;0.07455;;;;;70.025;21.238;167.826;0.516;6.042;6.624;0.554;2206.761;96.283;;;;8.1706;;
3255;14LEP4236;0;20;;;;2.961;;0.17824;;;;;160.362;28.058;536.074;20.68;20.53;17.555;1.363;2332.541;175.881;;;;19.3264;;
3256;14LEP4237;20;40;;;;2.786;;0.1507;;;;;158.594;26.062;474.736;17.808;17.154;15.303;1.219;2205.594;153.541;;;;15.2056;;
3257;14LEP4238;0;20;;;;2.547;;0.13878;;;;;72.178;23.721;370.006;12.617;11.348;9.503;0.801;2438.119;118.992;;;;12.097;;
3258;14LEP4239;20;40;;;;2.107;;0.1293;;;;;144.499;62.935;401.427;14.888;16.68;12.569;1.311;2307.582;145.385;;;;13.1864;;
3259;14LEP4240;0;20;;;;2.552;;0.19846;;;;;109.496;24.652;351.457;11.062;11.885;8.975;0.941;2511.212;150.675;;;;;;
3260;14LEP4241;20;20;;;;3.526;;0.28225;;;;;93.627;120.98;1296.195;68.601;15.031;5.902;0.962;1806.827;179.832;;;;;;
3261;14LEP4242;0;20;;;;3.432;;0.27415;;;;;136.942;138.074;1076.643;49.644;25.578;11.267;1.403;1909.499;263.423;;;;;;
3262;14LEP4243;20;20;;;;3.781;;0.25022;;;;;144.152;152.919;1253.061;62.129;28.726;13.218;1.552;1940.601;245.346;;;;;;
3263;14LEP4244;0;20;;;;4.724;;0.31587;;;;;206.769;29.175;725.61;39.94;20.023;31.551;4.276;2200.948;198.523;;;;;;
3264;14LEP4245;20;20;;;;1.759;;0.12264;;;;;209.659;38.177;839.093;62.984;21.738;26.412;4.667;2563.312;199.981;;;;;;
3265;14LEP4246;0;20;;;;4.121;;0.26806;;;;;175.568;48.762;599.52;34.323;23.927;5.577;0.665;2314.097;133.644;;;;9.6937;;
3266;14LEP4247;20;40;;;;1.237;;0.07365;;;;;51.798;11.226;238.899;11.329;10.621;1.523;0.149;2393.379;102.747;;;;9.8091;;
3267;14LEP4248;0;20;;;;2.11;;0.13403;;;;;158.748;35.351;404.342;31.803;17.424;7.076;0.621;2675.9;127.08;;;;7.9003;;
3268;14LEP4249;20;40;;;;1.228;;0.07525;;;;;32.596;11.589;134.026;9.397;5.829;1.603;0.152;2176.329;65.83;;;;8.5378;;
3269;14LEP4250;0;20;;;;2.091;;0.12852;;;;;140.695;30.531;537.885;32.469;14.98;4.99;0.659;2505.958;143.562;;;;9.6389;;
3270;14LEP4251;20;40;;;;0.957;;0.06681;;;;;84.535;15.27;133.585;8.902;6.755;1.333;0.283;2128.866;139.971;;;;8.7825;;
3271;14LEP4252;0;20;;;;2.196;;0.15443;;;;;110.743;43.348;547.699;36.918;16.614;4.129;0.7;2595.105;134.522;;;;7.686;;
3272;14LEP4253;20;40;;;;0.91;;0.07994;;;;;54.39;17.807;134.106;9.672;5.032;0.96;0.165;2433.874;76.588;;;;5.3774;;
3273;14LEP4254;0;20;;;;2.407;;0.17607;;;;;154.798;36.192;539.91;39.886;18.897;6.004;1.434;2368.605;145.732;;;;10.3961;;
3274;14LEP4255;20;40;;;;0.956;;0.07492;;;;;70.61;13.98;112.791;10.131;7.129;1.436;0.296;2537.446;71.363;;;;5.3259;;
3275;14LEP4256;0;20;;;;2.231;;0.15201;;;;;209.082;38.028;742.474;47.942;25.949;7.796;1.748;2579.745;159.713;;;;12.4878;;
3276;14LEP4257;20;40;;;;1.205;;0.0894;;;;;67.727;20.171;197.92;17.788;8.756;2.301;0.456;2304.841;124.577;;;;10.5291;;
3277;14LEP4258;0;20;;;;2.345;;0.14347;;;;;219.49;56.526;826.48;48.817;22.679;7.763;1.789;2379.628;152.116;;;;21.5757;;
3278;14LEP4259;20;40;;;;1.129;;0.0583;;;;;69.508;25.387;220.589;18.785;8.45;2.572;0.548;2375.206;76.742;;;;16.7651;;
3279;14LEP4260;0;20;;;;2.184;;0.14557;;;;;139.888;60.452;533.121;21.616;20.567;7.679;1.122;2225.342;117.226;;;;18.9834;;
3280;14LEP4261;20;40;;;;1.326;;0.08946;;;;;50.673;19.358;166.487;7.422;6.461;1.884;0.392;2158.7;58.551;;;;16.914;;
3281;14LEP4262;0;20;;;;2.147;;0.15216;;;;;103.38;48.444;388.824;38.607;16.318;4.186;1.175;2467.994;138.292;;;;24.08;;
3282;14LEP4263;20;40;;;;1.091;;0.07258;;;;;23.219;15.057;86.577;5.36;4.656;0.931;0.254;1877.103;79.548;;;;13.8006;;
3283;14LEP4264;0;20;;;;2.453;;0.16991;;;;;77.741;62.234;439.736;41.272;21.407;3.931;0.912;2427.859;124.037;;;;20.124;;
3284;14LEP4265;20;40;;;;0.978;;0.04899;;;;;15.794;20.6;84.735;7.195;7.294;1.029;0.245;1929.686;58.954;;;;7.4987;;
3285;14LEP4266;0;20;;;;2.572;;0.16744;;;;;59.039;49.955;376.777;32.037;14.932;4.343;1.417;2662.106;137.093;;;;24.3589;;
3286;14LEP4267;20;40;;;;0.776;;0.03831;;;;;13.237;15.596;120.577;9.298;2.545;0.53;0.237;2344.675;56.209;;;;227.7819;;
3287;14LEP4268;0;20;;;;2.542;;0.17416;;;;;50.299;58.222;393.452;38.459;10.921;4.407;1.15;2521.152;134.844;;;;236.0304;;
3288;14LEP4269;20;40;;;;0.909;;0.05432;;;;;27.581;18.465;99.006;8.696;5.338;1.427;0.306;2377.938;100.249;;;;100.7822;;
3289;14LEP4270;0;20;;;;1.775;;0.12477;;;;;97.932;35.721;521.72;45.032;10.478;3.394;0.704;2128.291;102.914;;;;29.6596;;
3290;14LEP4271;20;40;;;;1.46;;0.07994;;;;;20.02;18.65;314.633;17.611;4.297;1.534;0.243;2063.881;105.561;;;;19.5717;;
3291;14LEP4272;0;20;;;;1.907;;0.12782;;;;;79.251;46.615;659.698;42.959;13.699;3.293;0.887;2046.02;98.206;;;;20.2076;;
3292;14LEP4273;20;40;;;;0.861;;0.0532;;;;;8.396;20.506;272.42;15.319;3.21;0.487;0.239;1818.461;41.124;;;;9.7915;;
3293;14LEP4274;0;20;;;;2.376;;0.14811;;;;;76.245;51.451;854.429;52.761;16.176;4.159;0.847;2220.308;108.793;;;;33.9661;;
3294;14LEP4275;20;40;;;;0.672;;0.03875;;;;;62.936;9.906;287.284;13.646;4.73;0.238;0.15;2257.792;53.654;;;;27.018;;
3295;14LEP4276;0;20;;;;2.554;;0.18013;;;;;51.519;62.108;790.271;35.481;25.283;3.9;0.848;2312.66;94.128;;;;62.5337;;
3296;14LEP4277;20;40;;;;1.33;;0.06549;;;;;12.965;19.157;393.032;11.505;7.242;0.636;0.337;1934.18;45.782;;;;84.6533;;
3297;14LEP4278;0;20;;;;2.034;;0.17363;;;;;38.432;49.531;404.692;47.514;7.29;3.933;1.262;2264.833;97.041;;;;93.5573;;
3298;14LEP4279;20;40;;;;1.238;;0.10796;;;;;26.475;5.074;305.777;23.746;6.921;1.864;0.451;2392.088;80.496;;;;23.0915;;
3299;14LEP4280;0;20;;;;2.183;;0.16485;;;;;40.548;56.649;356.832;40.787;8.571;2.217;0.883;2476.505;103.863;;;;344.064;;
3300;14LEP4281;20;40;;;;1.201;;0.08047;;;;;22.516;6.048;230.465;19.468;4.192;1.186;0.437;2295.975;90.349;;;;45.8472;;
3301;14LEP4282;0;20;;;;2.17;;0.15243;;;;;34.828;65.24;370.329;47.451;8.088;2.581;1.038;2649.847;110.954;;;;164.5065;;
3302;14LEP4283;20;40;;;;1.785;;0.11133;;;;;23.461;3.935;299.721;20.618;5.094;1.256;0.467;2531.408;77.726;;;;12.999;;
3303;14LEP4284;0;20;;;;2.311;;0.16842;;;;;48.171;65.224;419.003;46.199;7.953;2.16;1.053;2749.515;121.383;;;;61.4073;;
3304;14LEP4285;20;40;;;;1.475;;0.097;;;;;17.995;19.279;331.894;27.124;7.936;1.975;0.505;2247.457;102.134;;;;17.1015;;
3305;14LEP4286;0;20;;;;2.045;;0.12135;;;;;43.564;78.275;322.547;30.573;12.523;2.469;1.084;2033.059;104.368;;;;28.6653;;
3306;14LEP4287;20;40;;;;1.121;;0.07384;;;;;40.17;28.945;191.934;14.102;7.181;1.014;0.53;1900.581;71.735;;;;26.2288;;
3307;14LEP4288;0;20;;;;1.925;;0.14106;;;;;40.086;90.985;326.491;31.476;11.889;2.819;1.534;2120.538;89.933;;;;112.3186;;
3308;14LEP4289;20;40;;;;1.502;;0.09743;;;;;30.022;42.335;201.501;15.633;6.509;1.231;0.631;2174.642;74.852;;;;20.3719;;
3309;14LEP4290;0;20;;;;;;;;;;;;;;;;;;;;;;;;;
3310;14LEP4291;20;40;;;;;;;;;;;;;;;;;;;;;;;;;
3311;14LEP4292;0;20;;;;2.16;;0.14119;;;;;19.875;92.395;509.556;48.154;10.388;2.273;1.273;2373.683;90.063;;;;44.865;;
3312;14LEP4293;20;40;;;;2.055;;0.09599;;;;;17.182;21.306;383.863;15.875;8.601;2.083;0.678;2286.684;88.712;;;;127.1685;;
3313;14LEP4294;0;20;;;;2.028;;0.11613;;;;;25.562;59.957;338.21;40.042;8.473;2.376;1.228;2238.452;73.437;;;;31.4831;;
3314;14LEP4295;20;40;;;;1.011;;0.05297;;;;;22.135;13.609;83.187;7.635;3.877;0.512;0.427;1819.03;46.567;;;;54.6766;;
3315;14LEP4296;0;20;;;;;;;;;;;;;;;;;;;;;;;;;
3316;14LEP4297;20;40;;;;;;;;;;;;;;;;;;;;;;;;;
3317;14LEP4298;0;20;;;;2.197;;0.14088;;;;;45.805;66.244;3641.083;44.542;9.891;2.746;1.159;1693.597;76.723;;;;47.5218;;
3318;14LEP4299;20;40;;;;1.348;;0.0724;;;;;22.384;27.622;3199.438;30.845;5.329;0.593;0.506;1778.498;64.724;;;;20.2067;;
3319;14LEP4300;0;20;;;;2.458;;0.15171;;;;;36.23;109.95;618.166;71.554;8.427;2.502;1.366;2293.061;81.527;;;;74.8671;;
3320;14LEP4301;20;40;;;;1.645;;0.09391;;;;;17.128;34.717;326.282;36.105;3.825;0.722;0.582;2188.355;57.862;;;;506.2017;;
3321;14LEP4302;0;20;;;;2.216;;0.14819;;;;;184.043;119.688;721.572;82.032;15.526;6.17;2.094;2583.42;146.775;;;;79.9809;;
3322;14LEP4303;20;40;;;;1.168;;0.05642;;;;;60.81;16.884;247.569;24.5;5.251;1.179;0.631;2247.761;139.416;;;;246.9445;;
3323;14LEP4304;0;20;;;;2.174;;0.15738;;;;;129.882;63.954;479.361;54.152;12.426;4.14;1.344;2280.498;119.73;;;;74.2216;;
3324;14LEP4305;20;40;;;;1.021;;0.069;;;;;55.378;16.923;187.861;19.855;5.089;1.242;0.525;2063.028;64.15;;;;29.4534;;
3325;14LEP4306;0;20;;;;2.073;;0.13911;;;;;138.53;66.715;451.481;52.751;10.627;4.526;1.908;2331.229;118.774;;;;107.819;;
3326;14LEP4307;20;40;;;;1.169;;0.05902;;;;;33.167;7.909;177.932;16.364;4.696;1.079;0.502;2158.503;89.502;;;;61.4366;;
3327;14LEP4308;0;20;;;;2.359;;0.13135;;;;;120.248;76.433;456.052;50.293;9.291;4.32;1.893;2206.155;114.223;;;;76.0998;;
3328;14LEP4309;20;40;;;;0.815;;0.05242;;;;;42.006;7.931;134.374;12.47;3.735;1.121;0.532;2078.818;59.184;;;;23.1467;;
3329;14LEP4310;0;20;;;;1.991;;0.11892;;;;;135.996;66.159;317.05;11.517;10.254;7.052;1.987;2084.282;117.287;;;;33.2505;;
3330;14LEP4311;20;40;;;;0.587;;0.02538;;;;;45.413;4.86;45.853;0;2.564;0.766;0.475;1921.184;63.442;;;;27.6403;;
3331;14LEP4312;0;20;;;;2.064;;0.11244;;;;;151.363;73.268;374.617;19.231;10.632;5.719;1.766;2193.699;122.957;;;;98.5798;;
3332;14LEP4313;20;40;;;;0.881;;0.05092;;;;;87.063;106.56;704.606;37.169;8.174;4.852;1.588;2104.625;97.523;;;;25.301;;
3333;14LEP4314;0;20;;;;0.855;;0.04812;;;;;67.245;6.509;102.218;3.28;2.797;0.776;0.517;2132.075;53.413;;;;123.0894;;
3334;14LEP4315;20;40;;;;2.453;;0.13596;;;;;57;19.053;459.622;19.402;2.633;0.772;0.542;2167.511;82.061;;;;82.2681;;
3335;14LEP4316;0;20;;;;0.989;;0.03764;;;;;119.705;92.117;1098.54;43.829;11.656;5.985;1.56;2093.744;109.392;;;;53.7024;;
3336;14LEP4317;20;40;;;;1.727;;0.09798;;;;;48.337;17.853;291.115;13.102;3.554;0.959;0.383;1883.308;89.166;;;;26.5957;;
3337;14LEP4318;0;20;;;;1.333;;0.04257;;;;;102.088;73.815;754.008;38.282;11.524;5.541;1.69;2070.895;106.627;;;;64.4192;;
3338;14LEP4319;20;40;;;;1.449;;0.06654;;;;;42.967;9.862;328.921;18.556;3.123;1.121;0.515;2172.167;73.07;;;;23.1003;;
3339;14LEP4320;0;20;;;;1.303;;0.01138;;;;;149.942;65.423;397.949;19.24;14.823;6.587;2.094;2146.11;132.642;;;;36.4535;;
3340;14LEP4321;20;40;;;;2.159;;0.0982;;;;;58.004;11.569;214.195;10.738;4.378;0.966;0.416;2223.651;57.536;;;;24.9918;;
3341;14LEP4322;0;20;;;;1.992;;0.09103;;;;;116.94;62.994;500.078;23.682;13.863;6.264;2.058;1925.949;116.04;;;;44.9192;;
3342;14LEP4323;20;40;;;;0.918;;0.0334;;;;;75.024;14.073;160.943;11.399;5.145;0.721;0.454;1810.332;93.689;;;;38.8557;;
3343;14LEP4324;0;20;;;;2.452;;0.10947;;;;;110.414;62.826;572.585;31.184;11.822;5.6;1.822;2146.178;113.447;;;;51.7854;;
3344;14LEP4325;20;40;;;;0.957;;0.04744;;;;;24.708;11.623;281.094;13.882;2.353;0.399;0.403;2108.556;46.797;;;;17.8394;;
3345;14LEP4326;0;20;;;;2.222;;0.1249;;;;;184.195;52.689;566.347;52.761;8.923;6.297;2.191;2178.468;126.467;;;;;;
3346;14LEP4327;0;20;;;;2.618;;0.12401;;;;;192.867;76.776;563.122;57.186;10.72;6.039;1.867;2077.575;137.864;;;;;;
3347;14LEP4328;0;20;;;;2.48;;0.13797;;;;;226.222;77.386;615.418;52.771;13.633;7.127;2.181;2285.576;151.104;;;;;;
3348;14LEP4329;0;20;;;;2.26;;0.11813;;;;;76.056;47.55;554.401;41.19;8.823;4.6;1.205;2166.67;104.299;;;;;;
3349;14LEP4330;0;20;;;;2.541;;0.13823;;;;;131.123;56.969;330.66;36.516;9.41;3.496;0.915;2536.721;143.266;;;;;;
3350;14LEP4331;0;20;;;;2.107;;0.09912;;;;;97.577;65.066;657.236;47.544;12.399;6.664;1.731;2184.197;113.395;;;;;;
3351;14LEP4332;0;20;;;;1.96;;0.12091;;;;;104.518;52.265;467.713;33.889;10.109;5.099;1.439;1996.548;106.181;;;;;;
3352;14LEP4333;0;20;;;;2.586;;0.16264;;;;;198.646;127.631;168.569;24.367;32.673;1.377;0.49;1624.446;264.301;;;;;;
3353;14LEP4334;0;20;;;;1.482;;0.07341;;;;;163.421;104.898;181.705;19.541;24.313;1.061;0.397;1510.766;208.772;;;;;;
3354;14LEP4335;0;20;;;;0.657;;0.03081;;;;;505.083;130.218;262.79;34.131;24.201;11.045;1.886;1348.711;206.576;;;;;;
3355;14LEP4336;0;20;;;;0.72;;0.02639;;;;;520.048;136.187;249.116;42.776;26.166;10.338;1.969;1303.791;244.002;;;;;;
3356;14LEP4337;0;20;;;;0.797;;0.04616;;;;;545.101;148.367;285.832;43.148;28.673;11.629;2.11;1392.605;239.296;;;;;;
3357;14LEP4338;0;20;;;;1.25;;0.05099;;;;;492.515;95.602;330.732;14.595;26.718;7.857;1.45;1916.62;267.254;;;;;;
3358;14LEP4339;0;20;;;;1.388;;0.07207;;;;;540.227;96.287;380.37;16.348;32.653;8.596;1.824;2194.577;290.798;;;;;;
3359;14LEP4340;0;20;;;;1.239;;0.04763;;;;;478.318;111.594;360.892;13.412;26.384;8.097;1.533;1973.117;244.444;;;;;;
3360;14LEP4341;0;20;;;;1.481;;0.09017;;;;;592.362;173.368;1108.088;58.641;23.277;10.723;2.41;1684.788;347.503;;;;;;
3361;14LEP4342;0;20;;;;1.561;;0.08058;;;;;589.495;115.792;779.96;40.498;24.396;9.211;1.951;1626.416;364.014;;;;;;
3362;14LEP4343;0;20;;;;1.139;;0.04692;;;;;537.923;101.197;708.246;45.88;24.006;8.324;1.657;1589.217;318.286;;;;;;
3363;14LEP4344;0;20;;;;3.727;;0.16318;;;;;46.336;71.544;658.999;97.452;4.749;5.197;0.858;2838.761;82.846;;;;;;
3364;14LEP4345;0;20;;;;4.794;;0.19031;;;;;48.013;106.787;650.986;96.477;4.241;4.956;1.722;2880.527;82.614;;;;;;
3365;14LEP4346;0;20;;;;4.167;;0.18817;;;;;59.318;80.6;608.15;83.205;4.659;5.36;1.7;2881.946;83.104;;;;;;
3366;14LEP4347;0;20;;;;4.199;;0.23583;;;;;77.777;189.015;1051.071;166.315;6.103;4.791;4.489;2937.765;77.171;;;;;;
3367;14LEP4348;0;20;;;;4.525;;0.26136;;;;;81.789;201.885;1053.436;159.537;6.788;5.272;5.184;2955.062;79.434;;;;;;
3368;14LEP4349;0;20;;;;4.343;;0.27935;;;;;94.343;198.996;997.223;152.483;7.589;4.889;4.414;3164.401;85.333;;;;;;
3369;14LEP4350;0;20;;;;4.693;;0.25426;;;;;35.583;194.983;1169.085;121.972;2.453;2.237;1.652;3106.812;65.386;;;;;;
3370;14LEP4351;0;20;;;;5.027;;0.25804;;;;;39.566;219.686;1335.171;149.589;3.067;2.355;1.884;3343.634;70.107;;;;;;
3371;14LEP4352;0;20;;;;4.795;;0.24399;;;;;38.033;205.524;1150.807;159.437;2.676;2.018;1.232;3105.294;65.523;;;;;;
3372;14LEP4353;0;20;;;;1.328;;0.05549;;;;;31.525;51.224;792.644;119.173;8.193;2.569;2.711;589.645;433.419;;;;;;
3373;14LEP4354;0;20;;;;1.844;;0.09233;;;;;28.104;56.446;875.933;114.446;6.818;2.557;2.85;599.99;394.291;;;;;;
3374;14LEP4355;0;20;;;;1.957;;0.08054;;;;;34.295;62.482;993.719;101.776;5.141;2.248;2.536;717.257;388.872;;;;;;
3375;18LEP0001;;;;;;2.715;;0.18898;;;;;189.453;33.151;247.009;25.66;7.303;4.724;1.571;1774.998;135.014;;;;;;
3376;18LEP0002;;;;;;2.204;;0.13769;;;;;140.911;31.494;187.576;13.73;4.475;3.303;1.484;1914.457;124.511;;;;;;
3377;18LEP0003;;;;;;2.399;;0.16135;;;;;5.851;14.347;76.305;7.665;0.385;0.858;0.104;2090.203;27.601;;;;;;
3378;18LEP0004;;;;;;0.225;;0.04532;;;;;47.533;2.309;9.47;0.718;3.974;0.248;0;1246.018;28.704;;;;;;
